V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
-0.719701201,0.596664508,-0.393959357,-1.677176258,3.65759124,3.319467214,0.631758757,0.716461692,-0.613990544,-1.106501154,0.257485491,-0.421005968,-0.50606189,-0.880919318,0.398127097,0.024195469,0.39931376,-0.34325845,-0.061731064,0.168740331,-0.382978682,-1.121043742,-0.286173654,0.607921377,0.503801706,0.326749138,-0.183924705,-0.159409296,0
1.982154182,0.05935041,-1.720113008,0.500208405,0.194314198,-1.199015168,0.198824792,-0.300269982,0.347853943,-0.329565733,0.003803804,0.024867806,-0.032332225,-0.768430385,0.842142886,0.316404165,0.57600285,0.136974117,-0.670877201,-0.097965122,0.206365838,0.627683166,0.082441504,1.056192695,0.012407267,0.623665639,-0.070934085,-0.025696185,0
-0.696707048,0.476058182,1.447932366,-0.253159837,0.863915508,-0.695374311,0.988712755,-0.327136239,0.109320489,-0.771963045,-1.271995175,-0.190330747,-0.412068877,-0.164817442,-0.367783052,-0.952770118,-0.039902583,-0.088897764,0.74617307,0.102831479,0.060920974,0.472814135,-0.608219447,-0.062354037,1.004822535,0.041099235,-0.136362138,-0.169946102,0
-1.405033997,0.955109862,0.764394357,-0.295772047,0.797383002,0.115209151,0.656648032,0.459180105,-1.343858404,-0.628102713,0.804284619,0.936453555,0.749705925,0.699433252,0.155357412,0.151877925,-0.364927772,-0.397389534,0.583359997,-0.088073796,-0.260605473,-0.948124683,0.057407296,-0.815844742,0.297651905,0.107352771,-0.217991093,-0.058591772,0
-0.504974271,-0.420879227,-0.340171649,0.583828429,-0.65550488,0.643056464,1.663675209,-0.101535518,0.39265171,-0.276398316,-0.127994461,0.258597704,-1.058933342,0.232218203,-1.381769306,0.412238991,-0.943487426,0.311337674,-0.007054248,-0.389675979,-0.15279317,-0.232898923,0.687923339,-0.557629567,-2.269095415,-1.407689484,0.536077354,0.236476146,0
1.058391047,-0.277759379,1.061802656,0.992421279,-1.123002911,-0.569155114,-0.357228461,-0.054833206,0.735738941,-0.249232683,-0.411456054,0.701838478,0.340149725,-0.367780274,0.017622377,-0.117803195,-0.014642296,-0.316602286,-0.208380775,0.032434831,0.123341591,0.461074574,-0.122129782,0.806223975,0.438146564,0.481672889,-0.004172219,0.033891175,0
1.477909687,-0.393963196,-0.739929426,-1.077195123,0.077253275,-0.310788239,-0.130017978,-0.193182059,-1.351448827,0.846418134,0.310323999,-0.263961858,0.46384882,0.195494739,-0.200530209,1.304144804,-0.338402995,-0.69261708,1.422504445,0.154457719,0.163507461,0.361700364,-0.35425255,-0.956550321,0.943152559,-0.021341655,-0.035245665,-0.019419251,0
1.256618029,-0.441845843,0.504523119,0.109302812,-0.947695555,-0.50966394,-0.353796108,-0.109913267,-1.048150884,0.770447766,1.099050672,1.300431313,0.848452163,-0.100130763,-1.236398453,-1.789940581,0.110174007,0.985861998,-0.344748552,-0.435640065,-0.433814782,-0.629087892,0.009206091,0.561865756,0.433044994,0.334745222,-0.006847552,0.009958131,0
1.998325485,0.358605383,-1.521650222,0.654173725,0.354014282,-1.196131401,0.169205188,-0.400074946,1.440050803,-0.750848522,2.597237909,-1.163186918,2.62104977,0.588832533,-0.65524719,0.325419447,0.929925416,1.150859995,-0.406275291,-0.15558713,0.113715854,0.75539867,-0.030030958,-0.025970182,0.222176639,-0.169597567,-0.02563864,-0.041011922,0
-0.493144129,0.870350458,1.841997619,1.09184145,0.035333287,-0.41888686,0.433644331,0.093574632,-0.564271594,-0.232747521,-0.130493629,-0.593953643,-1.212628227,0.592470846,1.731666407,-0.656086279,0.381943529,-0.274185577,0.311624645,-0.026851134,0.080506983,0.202938032,-0.10502886,0.371050678,-0.153013741,-0.304423655,0.138845781,0.120548227,0
-0.61922381,0.836935531,1.6131767,0.102577613,0.77805607,-0.63699825,1.308305344,-0.324899159,-0.442770109,-0.638552971,-0.127992836,0.698609863,0.639230308,-0.245166055,-0.569372264,-0.734725118,-0.167878941,-1.047031542,-1.24392702,-0.051997621,0.093668976,0.55020153,-0.247579429,0.429757381,0.224577762,-0.502715333,-0.053387316,-0.100472308,0
-3.72371638,-4.934520301,-0.448615639,-1.081954157,3.119004463,-2.86638115,-0.80675187,-0.236543168,-0.867439179,0.318788068,-1.003871928,-0.800944444,0.380806015,-0.075507529,-0.165243041,1.213297075,-0.277068775,-1.022031078,-0.138561835,0.588092627,0.674547611,1.273454188,0.905556817,0.719109069,0.082093116,-0.160412333,-0.214876523,0.921480323,0
2.14881265,-0.074116297,-2.573259763,-0.337781672,1.000894324,-0.596483884,0.502468301,-0.201749263,0.256163141,0.229731252,0.094146853,-0.291479288,-1.828870097,1.31278697,0.016979649,-0.166077354,-0.654421309,0.370748603,0.64479294,-0.302968354,0.126097226,0.365870107,-0.086475997,-0.105701879,0.457918061,0.247134039,-0.104046286,-0.094672768,0
-0.445055969,0.763908735,1.166682635,-0.084954796,0.487395977,0.122288538,0.829403784,0.178853047,-0.652718855,-0.483754178,0.907348783,0.447577952,-0.377481077,0.416159669,-0.213647863,0.413940169,-0.882853134,0.190265442,-1.179111092,-0.150329579,0.23364093,0.564852383,-0.151861117,-0.321498996,0.108025944,-0.460428158,0.04144879,0.029228259,0
-0.888891632,0.847681609,0.465391574,0.525186345,1.08921029,0.299573402,0.447241201,0.043520616,-0.046279087,0.34370491,-1.677199499,-1.002948233,-0.718986508,0.340291113,1.534052123,-0.195094324,-0.388837502,0.197914448,0.601988549,-0.040127254,0.05439484,0.247256449,-0.316849304,-1.332829213,-0.146014146,-0.234139017,0.009882375,0.312338827,0
1.392652464,-1.280379481,0.320756442,-1.590836381,-1.341209421,-0.106832808,-1.1259838,0.017959206,-1.917787258,1.560547902,0.496717545,-0.537238535,0.388095579,-0.176309575,0.14542405,0.2670223,-0.111372444,0.719860129,0.3423169,-0.168560799,-0.334808925,-0.801041386,0.010181776,-0.557871633,0.180492959,-0.382117796,0.024622815,0.021985133,0
-0.598233075,-0.00614385,1.742028195,-1.685144862,-0.412297287,-0.855442856,0.28158391,-0.013673012,-1.372876106,-0.13462447,0.048643782,-0.729049525,-0.221985108,-0.156097509,0.344752767,0.986635244,0.378524796,-2.073967594,-0.415228687,0.107596757,0.043932181,-0.168554227,0.186816939,0.344635787,-0.398518003,-0.691999531,0.089083833,0.129645616,0
-1.001490255,1.165222312,0.592561369,1.032933271,-0.253341964,0.503393969,-0.154811635,0.856287574,0.066382921,-0.288822519,-0.405059863,0.555390685,-1.157457407,0.458300385,-1.562767532,-0.449580198,0.212893653,0.113085288,1.602457715,-0.330146554,-0.333808251,-0.911419932,0.210940775,-0.565707843,-0.834797943,-1.042286576,-0.415109479,-0.165772018,0
1.175044801,0.151672958,0.650856846,1.253240739,-0.118839358,0.345705986,-0.200603372,0.115144535,0.456777813,-0.189387656,-0.881193858,0.703686287,0.552714392,-0.227168169,0.114534875,-0.284222539,-0.073962509,-0.906888819,-0.160569651,-0.132896211,-0.343880585,-0.770156444,0.070126718,-0.477103408,0.381324628,-0.563107537,0.065426511,0.025071409,0
1.032844419,-0.676285485,-0.565768685,-1.479903735,-0.467995985,-1.133136931,0.359861643,-0.266779434,0.805647129,-0.898357278,1.279857053,1.045297916,-0.295022837,0.755398845,0.855438102,-0.420762209,-0.384133036,0.343778273,1.190911285,0.230131443,0.082085231,-0.034067546,-0.297580146,0.065810368,0.65070229,0.001318525,-0.055856476,0.01781805,0
-0.400801069,1.119145944,1.409460504,0.084379335,0.075591955,-0.693009452,0.656961015,0.030813808,-0.457164397,-0.562498485,0.341953364,0.240079036,0.278594658,-0.4291875,1.095485326,-0.016323606,0.391719277,-0.723856157,-0.573620241,0.082219565,-0.213253233,-0.494838505,0.047792044,0.355643868,-0.269680376,0.080618933,0.264795115,0.09848026,0
-0.245303189,0.038540859,-0.361037737,-2.086137298,1.676341637,3.994311034,-1.835860154,-1.632591701,0.901268606,-1.850951543,-0.651807365,0.697209815,-0.455269642,0.325034036,0.105381807,0.170641872,-0.66356741,0.505798276,-0.19716883,0.655611414,-1.183479787,0.565796681,-0.474454805,1.042269794,1.221112436,-0.467787219,0.127935509,0.245187076,0
-1.189867004,1.390247936,0.984104794,1.236735321,-0.232813155,0.093531402,0.525820557,0.254257578,0.108518705,0.416150436,-0.746751719,-0.11770151,-0.745422537,0.10036675,0.323485689,-1.171847776,0.698025027,-0.625067549,0.711998001,0.072961302,-0.078136286,0.213775443,-0.10598898,0.076281531,-0.080186553,-0.264423465,0.019155089,-0.05053832,0
-4.202478035,0.932757608,-1.064548471,-0.708999957,0.438729996,-0.873880126,0.58419923,0.063308254,3.470635552,1.54386704,-0.222726093,-2.281494962,1.569451477,0.756528984,-1.26879307,-0.587667301,0.438501146,-0.14587405,-0.047113668,-0.568728797,-0.781375403,0.627961578,0.744267796,0.737917479,0.569087038,0.046456128,0.222257712,-0.319939024,0
2.067250581,-0.43196129,-3.587486073,-1.401762443,2.802567468,2.651086068,0.127549289,0.476739575,-0.099829842,0.139992704,0.185201247,0.125130053,-0.247173061,0.940198406,0.705209477,-0.444521585,-0.268568329,-0.955256429,0.057341616,-0.032493901,0.123240039,0.251379504,0.02405479,0.817443073,0.18899911,1.434283366,-0.166051493,-0.094592058,0
1.72976011,0.198032724,0.092133185,3.581168944,0.063284628,0.877044145,-0.451894356,0.298930606,-0.873938588,1.528003883,0.696614499,0.679958724,0.45491422,0.087181359,-0.721603727,1.610011574,-1.310452516,0.157408429,-1.506249441,-0.109370501,-0.057614066,-0.36824758,0.416232248,0.622852654,-0.620925604,-0.422542565,-0.004840107,-0.017385164,0
2.325932358,-1.253998996,-1.620953841,-1.887680983,-0.546265433,-0.302153605,-0.900292104,-0.152555716,-1.82695965,1.842640479,0.468975288,-0.401727281,0.502695515,0.036875349,-0.401890502,-0.325485634,0.020369319,0.631754762,0.063527889,-0.388670932,0.092904892,0.694623867,0.041794002,0.237467694,0.127978372,0.049986347,-0.01938758,-0.069004735,0
-0.426668676,-0.746106256,1.208812266,-1.898930654,-0.28097188,0.45002023,-0.395832456,0.371131123,-0.563992413,0.051942725,-0.260878951,-0.120473244,-0.275799274,-0.266646069,-0.792166949,-0.286481563,-1.103543387,2.224852791,-1.306251224,-0.352939304,-0.14100545,-0.190526723,0.372431224,0.225080369,-1.23532792,0.212572896,0.164502169,0.23317515,0
-0.093357026,1.196313483,-1.74094526,-0.971395288,1.303297858,-1.475122526,1.716209949,-0.371282026,-0.35628279,-0.433292595,0.933959276,0.31422267,-0.302263233,-0.448818922,-0.716922868,0.06889015,0.138259781,0.711582877,-0.035284137,0.097482959,0.161359621,0.728388089,-0.172870904,-0.395012842,-0.218755548,0.083463124,0.445767337,0.241957786,0
-0.777445288,1.017156485,0.277670597,-0.254169854,-0.563488287,1.651726753,-2.400433397,-4.967760333,-0.254319495,-2.148334779,0.162762638,0.866752145,-0.044938737,-0.637030543,-0.025291196,1.976724376,-0.113505611,1.436864326,-0.49801967,1.291943503,-2.697963593,0.236413305,-0.413425743,-1.1320883,1.286404681,0.423923195,-0.053784429,0.079072064,0
1.06436074,-0.242593459,1.333683221,1.240156496,-1.007374724,0.421688456,-0.87677241,0.474326127,0.909742994,-0.016806465,0.981039494,0.289499924,-2.053415717,0.263264428,-0.073416296,0.012134997,-0.034810442,0.153799569,-0.34209826,-0.300768922,0.003827029,0.136599038,0.06698078,0.168300264,0.221208296,-0.401766698,0.074109096,0.021291517,0
-1.802724143,1.966396463,0.972066864,0.010553996,-0.450755818,0.232611536,-1.174853972,-4.021365432,-0.716985033,-0.82705285,0.063576023,0.942625807,0.425582909,0.618441429,0.880979485,-0.0021326,0.288158893,-0.911608377,-0.631258876,0.18731982,0.150236717,-0.450690969,0.501824319,0.355104644,-0.39547191,0.018320806,-0.328556458,-0.196845463,0
-0.311340277,0.543568033,0.544451906,-0.839699004,0.898189436,0.316075994,0.750324222,0.11991934,-0.351446117,-0.578542963,0.049077221,0.503661383,0.200386068,0.132860504,-0.867639875,0.456733385,-1.039476844,0.487864943,0.260555457,0.016481933,0.09145342,0.208627685,-0.082623865,0.112170528,-0.41555028,0.125796367,0.110373935,0.169684002,0
1.941385716,-0.816308695,0.067449152,0.273603435,-0.561238777,1.478988718,-1.449924293,0.505060129,2.041280676,-0.226448448,-0.582994607,1.401123152,0.905374058,-0.931274453,-1.009127952,0.512263803,-0.982978119,1.104018118,0.631327118,-0.103703611,0.150259183,0.840732809,0.036819881,-0.295299957,-0.102237176,-0.194126514,0.089696682,-0.035427098,0
-0.919350774,0.708193326,1.485683907,-0.924824981,0.607482743,-0.121714194,0.53101296,0.13721423,0.011248852,-1.676897842,-0.777180099,-0.10018534,0.434128832,-1.677638302,-0.117559239,0.777408779,0.224000167,0.526051627,-1.034160706,0.060964773,0.153460286,0.441801946,-0.433000676,0.644959952,0.695587401,0.62316442,-0.010297705,0.083470344,0
2.111384166,-0.049202418,-2.554399772,0.360544845,0.652971762,-1.358195248,0.728295567,-0.343641346,0.070852447,0.52984086,0.034046171,-0.937639026,-3.28074276,1.628579739,-0.607418877,-0.355897271,-0.320300951,0.308598528,0.45601125,-0.417079066,0.262275148,0.757416961,-0.212310061,-0.38679674,0.598738763,0.737094959,-0.149223225,-0.112426739,0
2.051531801,-0.94703326,-1.056521842,-0.073312496,-0.865128869,-0.844918441,-0.421039358,-0.23125534,-0.03572101,0.823632107,-1.409215914,-0.308128891,-0.648751728,0.040460892,-0.602557559,-1.949063263,0.292348659,0.800775278,-0.711891175,-0.601997339,-0.275693234,-0.166180738,0.120430166,-0.000586005,-0.083232224,0.640304264,-0.046837305,-0.056573094,0
-1.792733382,1.109972572,0.615731556,-1.211213502,-0.542499558,-1.346626792,-0.190803129,0.923102875,-0.441684523,-0.625239441,0.987811022,0.588852914,-0.988254225,1.064007025,-0.351290326,0.824509965,-0.367344573,0.006620055,-0.36586686,-0.14774075,-0.077085263,-0.474938359,-0.038125322,0.55775514,-0.343294827,0.636034055,0.158830189,-0.00065581,0
-1.488070576,1.031713188,1.230876144,4.076674732,1.324708488,2.206227402,-0.255859352,1.060349218,-2.602143519,1.246651152,0.702752847,-0.320853869,-0.566510042,1.126857894,1.524964096,-0.134115724,0.599245682,-0.757945573,0.82925852,-0.03247139,-0.295654058,-1.147483105,-0.186462468,-1.722738877,-0.466873921,0.039111846,0.01195485,-0.199009594,0
-1.089358996,-0.834590624,0.851302825,-1.956592115,2.681221375,3.519049021,-0.379585561,0.735366111,1.141158407,-0.30522958,-0.600927078,-0.037081347,-0.284357595,-1.062305562,-0.688368089,0.279891737,-0.879233951,-0.179523464,0.136086745,0.288317346,-0.369507991,-0.615216741,0.139780078,1.050756777,0.168506953,0.759957713,-0.262191744,-0.323037975,0
1.27056429,-0.11675914,-0.10254129,0.545078921,0.022500863,0.080820286,-0.068433846,-0.005762017,0.685564955,-0.180808196,-2.059801339,-0.440095034,-0.639994365,0.023397395,-0.010879826,0.169665872,-0.42711176,-0.146060674,0.742006615,-0.066486181,-0.315278018,-0.82943463,-0.176706239,-0.994025029,0.600788871,0.355148035,-0.035588179,0.002301835,0
-1.596577043,-0.144083924,1.339458983,-0.799004293,-1.05808596,1.311836638,1.775417269,-0.077735802,-1.474824817,-0.128111014,0.431038282,0.605329024,0.541028307,-0.382889856,-1.568518986,-1.048140103,-0.672599719,1.263839219,-1.190009789,-0.803694621,-0.78722422,-1.484976986,0.375666239,0.595594984,0.495086826,-1.078410237,0.036103673,0.017305222,0
-0.429761806,0.949202863,1.43579217,-0.22118369,0.09617287,-0.397442543,0.552534591,0.135996774,-0.541607272,-0.124356454,0.899836626,0.211623363,-0.592686523,0.437433042,0.237277866,0.519754525,-0.730752994,0.324359562,0.433091386,0.077745265,-0.205804082,-0.592222134,-0.071210611,-0.037779542,-0.200468647,0.076448241,0.257576097,0.106043271,0
-1.291704155,-0.532834615,1.062353682,-0.311069381,-2.08158515,0.160228691,1.073042083,0.456446548,0.515979569,-1.489105372,-1.399200449,-0.055215986,-0.798688768,-0.162602802,-1.007950762,0.295987799,0.022918456,-0.236083189,-0.254568454,0.551687126,0.181188285,-0.120361901,1.061859464,0.38530839,-0.804163409,0.629089244,-0.133539713,0.147629665,0
-0.382661776,0.977478451,1.151182217,-0.115570826,0.175314023,-0.491691402,0.5502437,0.143117991,-0.504425343,-0.320395089,1.044477853,0.049539467,-0.752984555,-0.082991144,0.31161977,0.716516948,-0.315226124,0.571924478,0.328682401,0.097750187,-0.23911941,-0.708904192,-0.04247173,-0.077462126,-0.171872452,0.077779812,0.233371905,0.083664313,0
2.168205171,-0.613084681,-1.324698789,-0.723200251,-0.431286515,-0.50950441,-0.884329024,-0.107827419,-0.052624783,0.051442675,-0.489612018,-0.460909007,1.077140917,-2.304601597,0.30595013,1.741452863,1.192979392,-0.418476237,0.322892867,0.126349322,0.223534728,0.74013855,0.090822927,0.396680231,-0.062531615,-0.107918612,0.028844257,-0.005348793,0
-0.484664773,-1.14553879,0.522770354,-0.614028887,1.952371244,1.381679764,-0.330774899,0.251165906,0.896257298,0.152859285,1.278529762,1.148417983,0.353728518,-0.488857163,0.099416084,-0.944717005,-0.066270741,-1.255950962,-1.626081625,-0.049929086,0.546275082,2.107344173,0.397685748,-1.608215069,-2.43170512,0.319148338,-0.112576084,0.084515341,0
0.311727056,-0.518749338,-1.397357482,-2.534965946,-0.490445894,-1.275403386,-0.516260627,-3.265141694,-2.703703066,0.452030336,-1.137140383,-0.943806395,-0.253757296,0.72664451,-0.988081265,-0.579132711,0.390390775,-0.33357124,-1.287586156,0.38217227,-1.146763356,0.799553559,-0.212706673,0.053696515,0.50776987,-0.090673131,0.097523691,0.331546107,0
1.925678231,-0.295136574,-0.930741092,0.017422574,-0.07647201,-0.38633677,-0.14377796,-0.003254096,0.280353518,0.22292669,1.222957325,0.947494338,-0.090360901,0.560632548,0.258277384,0.598274255,-0.77145753,-0.351789881,0.226884939,-0.090207845,-0.382003237,-1.283398579,0.552317094,0.650302534,-0.771864003,-0.033484616,-0.081907227,-0.04459508,0
-2.981183587,-1.930629475,-1.445272154,0.180995863,-4.610723431,1.577358906,3.84247019,0.136597009,0.141700774,-2.170890818,-1.242717813,-0.161243902,-0.094671532,0.588248304,0.976149112,0.925135401,-0.531939733,0.748053664,-0.741915641,0.135978124,0.383133356,0.633343492,0.450776288,-0.048553365,0.329157776,-0.561948446,0.139710933,-0.63867977,0
1.173956282,0.690656559,0.222120988,2.420658914,0.133779835,-0.647610047,0.446487743,-0.132486053,-1.282420913,0.915224603,1.297260067,0.474701454,-0.461311875,0.788695743,-0.476739083,0.479491086,-0.635689744,-0.036187768,-0.672240431,-0.183541051,0.04592517,0.063546711,-0.087216415,0.525981913,0.66259971,0.039816926,-0.044990366,0.001064347,0
-0.693274051,0.691969079,2.907543405,0.145825648,-0.61481505,-0.5571826,0.38916464,-0.187887674,0.229023373,-0.441142603,-0.034513529,0.400391344,0.775587938,-0.67060052,0.815668387,0.639026682,-0.995463173,0.391942457,-1.546907942,-0.066611465,0.357794786,1.208306075,-0.204903922,0.93814644,-0.286424324,-0.519632148,-0.101805693,-0.076629024,0
0.827484553,-0.80710391,1.687943679,1.724751217,-1.304040176,1.29868588,-1.14788768,0.635390613,1.576253027,-0.278325054,0.292375567,1.056027779,-1.239548048,-0.656436039,-1.932061802,-0.560193139,0.39939392,-0.039758693,0.085100727,-0.065395563,0.055164967,0.415094744,-0.148316401,0.038520438,0.388995652,-0.218658254,0.098338757,0.038918021,0
1.996935565,-0.272395466,-0.247455249,0.463051887,-0.730913022,-0.767174972,-0.465264942,-0.084542874,1.293976127,-0.156427192,-0.817711726,0.483242822,-0.00111405,-0.018750459,0.659509095,0.192331071,-0.533573447,-0.189038393,-0.076363067,-0.248500333,-0.184842401,-0.366409728,0.381196061,-0.001300599,-0.430252571,-0.623743262,0.035940416,-0.031973538,0
-3.527853339,-0.183649932,1.353731814,-1.000634078,-0.219502447,-0.104018984,-0.452388611,0.216161756,1.475542277,0.687777307,1.045962581,0.792729409,-0.506488191,-0.693822859,-0.596368231,0.354387373,-0.410200908,-0.359659673,-0.373072411,-1.111753151,-0.260716919,0.309555749,0.329265863,0.104018647,-0.351027418,0.738872252,-0.781593948,0.023769196,0
1.121451805,0.317297518,-0.425166816,-0.208941611,0.766501789,-0.528888869,1.024504112,-1.217035366,-0.35099344,1.766874955,2.358221479,-2.814882344,2.537958259,1.165121533,-0.216406948,-0.67944189,1.325732722,-0.679754849,3.340239595,0.503250814,0.181855116,1.322242611,-0.367365867,-0.345927412,-0.178357864,0.306350288,-0.78899614,-0.771524295,0
0.608761843,-1.953320107,-0.770844219,-0.271800872,-1.037913871,-0.459348902,0.269731662,-0.294088388,-0.620623021,0.452090927,-1.676318763,-0.897214481,-0.762137679,0.296661744,0.197693875,-1.441654072,0.088052169,1.09795991,-0.281143145,0.354521156,-0.249278416,-1.166746379,-0.485333045,-0.417088186,0.344240514,1.100755596,-0.160875607,0.064040304,0
-1.865020539,-0.417812878,3.26497916,1.128503426,0.506681657,0.399623606,-0.447338951,0.60671865,-0.292952153,-0.445814671,-0.018537076,0.582479839,0.024370622,-0.732526777,-2.116509719,1.566821835,-1.423857634,0.823742672,-2.113889436,0.179957424,0.35284407,0.641214466,-0.103986074,-0.008135638,0.586329502,-0.066979573,-0.009264522,0.083848265,0
-1.475815903,0.110136835,1.875876479,1.227120167,-1.922959274,0.466887203,0.84193175,0.542458657,-0.209276053,-1.026808012,-1.077190958,-0.523039023,-0.909142653,0.26883267,0.955031509,0.134824042,0.102412545,0.641256834,0.45041282,0.611338404,0.27808323,0.146620469,0.576571209,0.309139879,0.343120755,-0.27059877,-0.121975562,0.052579466,0
-1.102185507,0.639302793,0.150542663,-0.474873591,1.304919559,2.467413829,2.8099005,-0.775099903,0.369261826,0.82076653,0.663152581,-1.120132211,-2.610290796,-0.049420162,0.107761734,-0.954654076,-0.514710924,-0.882326543,-0.737795148,-0.616213899,-0.287714412,0.109043101,-0.327599542,-1.014919545,-0.017065669,-0.805893065,-1.083800414,-0.872499756,0
-0.44761841,-0.018143551,1.9433178,1.339454644,-0.543743237,0.535620844,-0.406002722,0.096079942,1.667873444,0.305355482,-1.568825335,0.102101211,-0.095904398,-1.183825755,-0.366499076,-0.409955008,-0.209225375,0.55409195,0.41452643,-0.095782924,0.237443414,1.55897738,0.381585577,-0.002047329,-1.420336249,-0.584644439,0.330293377,0.115631982,0
-0.900559699,1.335536856,1.064138512,0.174276239,-0.445518288,-0.87578313,0.256544109,0.456452803,-0.432264459,-0.653290178,0.230011719,-0.024376872,-0.612484062,0.045504463,1.152370561,0.079848003,0.679064372,-0.645463572,-0.644941558,-0.109821709,-0.152293815,-0.540896659,0.181518686,0.534433914,-0.307264721,0.061817278,0.003829286,0.029100498,0
-0.83662603,0.761714359,1.224952132,0.706920261,0.15400393,0.784841849,0.778267181,-0.896065568,2.984409617,2.008867138,-0.380252341,-3.304268045,2.160783463,-0.044447107,1.146111764,-0.92223742,0.371943601,0.931602964,2.558794807,0.986931182,-0.341152899,0.873155027,-0.249424478,-0.961212483,-0.469657544,1.081428313,0.056818185,-0.224346175,0
-0.180106827,0.22072116,1.583023315,-1.472992273,-0.461084766,-0.380926313,0.047395475,0.041168161,-1.628464602,0.311504628,1.081581503,-0.17128963,0.276969728,-0.131113069,-0.129643673,1.402981845,-0.135370611,-0.831056901,1.194458274,0.174653015,0.01779056,-0.137975102,-0.057042143,-0.029789056,-0.208235471,-0.518425384,0.057501194,0.049808794,0
-0.019058097,-2.807362373,-0.607891226,0.161847041,-1.677272872,-0.555737809,0.555769342,-0.291337337,-0.723115199,0.287205906,-0.423995967,-0.459724201,-1.017571,0.46910551,0.406691922,-2.03504543,0.801331278,0.332908515,-1.160607948,0.810632138,0.011578609,-0.982855143,-0.539726534,0.462574215,0.018191422,1.03013948,-0.192651768,0.117714814,0
